ID,S,Izero,n,M
5410ECF74B1,42.45 11.67 11.6 225.53 40.35 25.06 3.49,18.106 83.86 11.75 19.105 1.801 1.115 33.022,18.03 10.75 13.02 11.97 16.68 28.78 12.5,1.0 1.12224859449341e-17 0.30002221860922 0.818598232809669 -0.332587517447816 -0.135882091430069 0.0185042761091972 -4.63231793597867e-16 1.0 -1.19115273631498 4.95255799847632 -0.302657866857613 -1.62840308710245 -0.993743274613496 1.37017363185809e-15 7.55319028141442e-16 2.02724536683208 -18.4094151762021 1.15144745949165 1.49782047886922 -0.00765427033154843 -5.6940522659251e-17 -9.97150442596882e-17 -0.11312029146923 2.02724536683208 0.0587139797630102 -0.196406142428239 0.000127108284500433 1.20745331891839e-16 -3.55483625665169e-17 6.71982873260611e-17 2.60514008168387e-17 1.02073989331492 -1.13332750354756 -2.6854254376774e-17 -2.94576970609196e-17 -1.91536616426929e-17 2.63174401165551e-16 -2.38193548546967e-15 -0.018679540047663 1.02073989331492 -4.67853988347338e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF7556B,44.67 10.64 10.9 304.53 47.94 21.87 3.03,11.607 91.643 10.943 29.25 2.36 0.812 35.121,11.79 10.63 13.0 12.5 29.54 -241.49 10.86,1.0 -6.66149463336666e-18 0.0928140485811773 2.83305787095731 -0.551487865411959 -0.215671427541417 0.00089110289378647 -4.76058649758093e-16 1.0 -0.943108057389677 2.15113838018974 0.156956329027246 -1.95356433252305 -0.99394927430659 1.04900657044629e-16 1.23937811412264e-16 1.64540285138442 -12.6549578702827 0.358965650930496 1.40676296927579 -0.00788587288374473 -9.8396006117963e-17 -6.71991781249895e-17 -0.0839155454206053 1.64540285138442 0.0983982092668308 -0.177202375719219 0.000102179517071027 -5.14466594088262e-17 -6.89276326465026e-17 1.58367220024948e-16 -1.04879792937552e-15 1.00109589968138 -1.09589968138121 8.30228635126963e-17 -5.04033408869065e-17 0.0 0.0 -1.78775609791769e-16 -0.00100109589968137 1.00109589968138 4.82768934460204e-19 3.69538342005153e-32 2.03361290920127e-17 -2.18506968619689e-16 1.57679588127181e-15 -7.95573102445055e-17 -1.67164844271628e-16 1.0
5410ECF7198F,47.04 10.21 10.5 367.76 38.51 31.62 3.3,9.253 100.161 10.996 27.214 1.099 0.893 36.608,13.53 10.81 13.68 14.19 44.12 21.73 11.96,1.0 -5.17076401567312e-17 0.124054281658919 2.34570789889073 -0.560136225384958 -0.108810929704137 0.00373691101760471 -3.29042924295158e-16 1.0 -0.977672835764118 2.42795545950381 0.167575248964176 -1.78939057732912 -0.99422848494301 -2.98392506043128e-18 1.39229585738926e-16 1.51292240736879 -11.6308935911291 0.4806062614107 1.12099966067212 -0.00735652468893427 5.28219169063317e-18 -1.96433216138735e-17 -0.0667198781649636 1.51292240736879 0.0705461557794493 -0.133364620903099 0.000124422738782007 -5.61587237959677e-17 -1.18448534565842e-16 2.2273755982622e-16 -1.29495164324399e-15 1.03289540496234 -1.23203763903908 9.54817161131041e-17 -2.7555595056538e-17 -1.16434841755662e-16 0.0 5.01515188007445e-16 -0.0275783073124948 1.03289540496234 -2.54936182021989e-18 -5.26524175407149e-33 1.79438270504137e-17 -8.21014221049355e-19 -8.49882753880489e-17 -2.02885135290342e-17 1.44048628108619e-17 1.0
5410ECF71AA5,33.59 9.49 10.57 296.11 46.22 24.33 3.25,5.4 99.382 9.464 23.05 1.377 1.105 29.947,24.24 10.64 13.42 13.53 44.88 23.52 11.98,1.0 -8.84511628780647e-17 0.156143595910317 1.93054553042084 -0.393464196445651 -0.260972924344716 0.0075746742482746 -8.29142617577575e-16 1.0 -1.04388349647331 4.16295911824324 -0.061732264652498 -1.97932535663999 -0.994254868309102 6.64508926326785e-16 -8.49884756812862e-18 1.86818256978563 -16.1072832984347 0.650826902865502 1.83415275807714 -0.00768463822803305 3.33899911539153e-17 -4.02222361835615e-17 -0.100695040511446 1.86818256978563 0.0799621246187626 -0.21653393331931 0.000114202000490974 6.11791107535403e-17 -3.94274353762742e-17 -1.32286111662608e-16 1.53175166940669e-15 1.02399658165365 -1.20585837455534 -4.05021775925312e-17 -7.99709096922204e-17 -3.3198427967008e-17 6.08205426082394e-17 -6.25846557588639e-16 -0.0203775319749076 1.02399658165365 9.43109023503855e-19 3.61471415206133e-32 -4.96868344093351e-17 9.04110409679604e-17 -5.39164830033381e-16 1.01087581019257e-17 1.43708464985668e-16 1.0
5410ECF73DB4,45.13 10.65 10.91 290.39 46.49 28.0 2.48,13.295 98.791 12.216 31.287 1.564 1.08 41.348,23.17 11.25 13.59 14.03 23.88 15.58 11.84,1.0 -8.64939844780641e-18 0.121065509338707 1.99892607641465 -0.442955251126207 -0.164866981724586 0.0100407570607708 3.91736707606306e-16 1.0 -1.3539844201655 7.33744951090988 -0.409469159111989 -1.95276174113906 -0.992587945470098 -5.42476390792336e-16 1.00021366239134e-16 2.40682112361 -23.0626413706558 1.32971515395725 1.7443094752072 -0.0101696375664343 3.09192708629957e-17 2.11880251502945e-17 -0.14681608854021 2.40682112361 0.0313630400440325 -0.190511881041522 0.000320347891552493 -5.37269708112685e-18 -2.46555470389536e-18 -3.64108709184121e-16 3.48588771526425e-15 1.01377065507021 -1.18712543708722 -5.00505019938938e-17 -7.62769900439427e-17 1.27354532546148e-16 5.53833302337001e-17 -1.48951245211705e-15 -0.0117597395988144 1.01377065507021 -3.41222178121167e-20 -4.07939829943487e-32 4.08256616336379e-17 6.92136651378678e-17 -8.93341189014404e-16 2.86032300635804e-17 3.79700837144197e-17 1.0
5410ECF74CB0,45.8 13.88 8.58 299.65 46.32 19.79 4.59,4.079 137.269 6.597 25.391 1.4 0.961 47.043,6.63 11.06 13.52 12.76 41.83 19.26 11.78,1.0 -1.05798132015843e-17 0.26395698288831 0.58641505150464 -0.248495024848279 -0.118335583989827 0.00402688905814585 -5.02857944372115e-16 1.0 -1.34384680549317 7.71577574373596 -0.474903246112105 -2.13903652699308 -0.996167767926775 2.49212502070583e-16 -2.19248001646155e-16 1.75173930195291 -18.3351049256807 0.737622205106038 2.10210305408872 -0.00333993622267552 9.20076638214879e-18 1.11878708233407e-17 -0.0718213113800693 1.75173930195291 0.120125765914349 -0.218205856376862 -6.30626148703247e-05 -1.04955677170308e-16 1.57991604617062e-17 -2.5956399595389e-16 2.26496220993955e-15 0.992704042225341 -1.15808853566008 -5.80049328625629e-17 -1.85031351797731e-17 3.03418701896631e-17 5.01237064633134e-17 -7.79276386858665e-16 0.00625403546601974 0.992704042225341 -4.52638058086237e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF74CD1,43.71 10.37 10.87 392.82 44.9 32.13 2.86,4.093 102.748 13.167 34.059 0.918 0.574 23.269,40.26 11.18 13.9 13.64 25.98 10.72 13.05,1.0 -1.31646836064645e-16 0.0740856615771334 2.66282274167426 -0.52873122372633 -0.124091420686852 0.010093224645055 3.575298361935e-16 1.0 -1.05477388233741 2.83382779166484 -0.276750979103981 -1.30383434924182 -0.988120433746752 1.07144417376462e-16 -7.28269161456146e-17 1.62281540849599 -12.8947289543683 1.10626337068186 0.452155464698949 -0.016570276029379 -5.09959841575139e-17 -5.31188816098055e-17 -0.0783819842303562 1.62281540849599 0.0330659775677715 -0.0782514463294448 0.000600344332219016 -9.53126619510269e-18 2.08603462728951e-17 -4.15935868451453e-17 1.83788970799833e-16 1.02183212804317 -1.23345356176091 -6.38009433590035e-18 2.50264840786369e-17 -3.50608063691419e-17 6.99079811762558e-17 -2.79615403475182e-16 -0.0180864286663641 1.02183212804317 1.12927669745436e-19 1.92659907784801e-32 3.37710608892928e-17 -1.24906461643335e-16 8.05156047500602e-16 -2.36848216732272e-17 -1.25071522023694e-16 1.0
5410ECF74F9,45.09 9.23 10.84 291.74 42.16 34.37 3.36,-1.009 162.708 13.466 36.652 1.419 1.008 25.413,11.32 12.12 13.38 13.19 42.61 12.8 13.8,1.0 1.49819190634811e-17 0.177314335735265 1.48530469327814 -0.354048852435301 -0.126554103564352 0.0135309396754432 -4.76460165612561e-16 1.0 -1.06026535701008 5.97615305743087 -0.425905017003307 -2.21617431985805 -0.99447701495386 -7.63817119159834e-17 2.03734000812858e-16 1.57866030150833 -16.5331514716666 0.926606177496082 1.32259558988639 -0.00593281063890762 3.3180221989078e-17 -3.12199678382576e-17 -0.0552531105527916 1.57866030150833 0.101714201718991 -0.152097063900748 -9.2351627638188e-05 -1.32612653490383e-16 -5.49024517875735e-18 1.24932525374331e-17 -5.4591842800804e-16 1.00731084047176 -1.1984984379933 1.32972382258366e-16 9.92754995225359e-18 -1.98395250471927e-17 4.51455606384063e-17 -3.37888991315049e-16 -0.00614459612687768 1.00731084047176 4.55261176430121e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71750,43.65 10.96 8.65 370.38 45.4 27.88 3.41,-2.428 203.439 10.462 46.773 2.495 1.228 30.593,8.09 11.89 13.34 13.37 17.02 12.59 12.98,1.0 6.7089155580752e-17 0.133416933955379 2.39659579272496 -0.401353892805041 -0.162718028660547 0.000667177965054662 -2.87652706061178e-16 1.0 -1.07436458746576 4.54586957626385 -0.0192283487032305 -2.67491131582532 -0.994810136889338 -3.85529787269017e-16 -1.39475863931845e-16 1.76191720271823 -16.5274881283781 0.453324526074668 1.86224638568972 -0.00578944849806772 2.99365104903054e-18 3.92279161185273e-17 -0.0812243830453104 1.76191720271823 0.0995155654156663 -0.190523474860927 -3.31064242390789e-05 7.89288413838599e-18 -3.21727403150822e-17 1.02030081903099e-16 -7.50306132961521e-16 0.993146968112991 -1.22375569410883 2.81692059658984e-17 7.03460078014766e-17 -1.67252155021975e-17 5.30410245078259e-17 -1.48391190552937e-16 0.00556162302143274 0.993146968112991 4.47400463101463e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF7186F,44.39 10.86 10.87 332.53 47.55 32.68 2.91,-1.418 120.391 15.274 28.813 1.583 1.002 50.248,8.52 11.38 12.94 12.23 39.89 11.23 10.68,1.0 2.38505887562593e-17 0.149505858537774 2.06546303050461 -0.308654919560381 -0.24451669167893 0.00106285155596333 5.32869922261927e-16 1.0 -1.08293993027553 5.22414515158872 0.0165539232199705 -2.23750676459064 -0.990884249135707 -4.345154380774e-16 -1.82591321082973e-16 1.62291085323094 -16.3493662265338 0.0390515572974936 2.40997533959035 -0.0128089699711018 2.34236601667785e-17 5.5590263822636e-17 -0.0618329035080988 1.62291085323094 0.151329276489624 -0.253426567519242 0.000388021755898989 -1.79202471091906e-16 1.25030630107844e-16 -2.60789213871633e-16 1.27631542623423e-15 1.00415930818726 -1.29978380851758 -3.72452271625079e-17 -2.878752084684e-17 -2.58710172863258e-17 5.39618352266234e-17 -4.99344764931694e-16 -0.00321330978619923 1.00415930818726 -3.42894068015185e-19 -2.19954116298965e-32 -1.28316731126123e-17 4.60085999122509e-17 -3.9054075889425e-16 3.95938903394862e-18 7.1997554452133e-17 1.0
5410ECF718B7,45.93 12.11 10.03 327.7 46.6 26.4 3.03,3.328 168.43 11.97 30.323 1.462 1.812 41.581,5.8 11.16 14.12 12.19 132.75 28.06 12.42,1.0 -1.53842283509167e-17 0.240948990857519 1.49673297499936 -0.3284858101938 -0.140229168618744 0.00316220026716902 1.22698915353702e-16 1.0 -0.944539622401581 2.2323307723294 -0.0112620519147037 -1.73126085962949 -0.994023596722135 2.59199254716763e-16 5.15214347577159e-16 1.34024097103782 -11.2290749517433 0.212892275332437 1.45555798822355 -0.00686782361270902 3.3052168005091e-17 -1.27433339666588e-17 -0.040609301422446 1.34024097103782 0.13453565211992 -0.184662540874321 8.0950554651286e-06 2.12998248769815e-16 -2.09799335992724e-16 2.35120556353529e-16 -2.91847782930638e-17 1.0238596149223 -1.2967182022991 3.29807233037695e-16 3.21041510136701e-17 0.0 0.0 1.12862142888557e-16 -0.0188390169145704 1.0238596149223 -4.86665786632329e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71CC4,45.63 11.19 8.65 346.48 42.53 20.26 3.89,16.639 230.268 17.517 31.585 3.971 1.027 39.753,9.66 12.02 13.02 12.56 14.43 45.7 13.28,1.0 -3.87065755467535e-17 0.44959098145669 -1.02758456522261 -0.339479932361172 0.212691419565886 0.0350987072576823 1.89208893494473e-16 1.0 -1.07989064594021 4.82323981239031 0.145060372700383 -2.46470702821419 -0.992541500924145 -1.59153613067757e-16 -1.54519474420689e-16 1.45591878302661 -14.115132601443 -0.224363672865789 2.33201914036287 -0.00853313998731896 2.37197780352057e-17 -1.03227928211892e-17 -0.0470261766917594 1.45591878302661 0.170496458933715 -0.240365218734063 7.56204215903852e-05 -4.62310998226069e-17 -1.12112151336591e-16 2.371501325501e-17 2.49096746855401e-16 1.00038429762793 -1.28099209311257 -6.03625053048022e-17 -1.59887478184577e-17 0.0 0.0 -5.32617167328464e-17 -0.000300115289288373 1.00038429762793 2.91272397716475e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF7242E,40.9 11.44 9.42 318.48 41.84 22.91 3.56,4.494 152.441 11.237 29.216 4.002 0.569 54.529,13.36 10.96 12.98 12.17 20.11 7.93 11.36,1.0 -1.0511640632696e-17 0.357651511846053 0.100233191042496 -0.290187817055676 0.00773377992964 0.00348368823242292 -1.52237012537956e-16 1.0 -0.971203493628942 3.85174433046544 0.121313422639651 -2.07306668487483 -0.994263285458779 -4.8224388019716e-16 -2.6519493277758e-16 1.5428606376569 -14.9137537817829 -2.75593430654664e-05 1.99631985218758 -0.0073544155159446 -1.9605411772626e-17 -1.55761091653444e-17 -0.0561601272107111 1.5428606376569 0.156481352458684 -0.210991878370689 6.77007247803886e-05 6.53550287200733e-17 -4.56743421893225e-17 -1.47484925539816e-16 1.91098980814283e-15 1.02523562118831 -1.25550354170721 1.92083263536237e-16 8.11780561400303e-17 -5.26714028240995e-17 1.11883647090933e-16 -5.01118660647762e-16 -0.0206072359858851 1.02523562118832 -4.07625155562236e-18 3.57818052087599e-33 2.55266759447742e-17 -1.21578638812577e-16 1.03389481298855e-15 -9.30806998467814e-19 -1.73217800485431e-16 1.0
5410ECF73624,46.07 11.13 9.87 359.19 54.4 22.25 3.63,-1.117 166.257 10.742 31.509 0.84 1.094 36.631,6.59 11.18 13.11 12.55 28.58 20.64 12.44,1.0 4.69364182729959e-17 0.149544044024985 2.07944726379345 -0.319736845256108 -0.247458146809204 0.00108684628309143 4.68593311005862e-16 1.0 -0.999416161950094 3.9612910793125 0.178760914105999 -2.22958656997838 -0.994795761244162 -1.14459182057358e-15 -4.50119055980329e-16 1.69621746050633 -16.0049990920996 -0.355121814129302 2.73993550509086 -0.00697630494461831 3.04530477591152e-17 2.42855295285778e-18 -0.0737854595320255 1.69621746050633 0.18693162650053 -0.280911335419363 0.000103469265090906 -5.12611567091544e-18 -6.39127192877737e-17 1.3873275315733e-16 -9.77401075203041e-16 0.99987876469978 -1.21235300219848 3.90489178521985e-17 4.17966638783001e-17 0.0 0.0 1.45891255267207e-16 9.99878764699626e-05 0.99987876469978 -3.06804003460651e-20 -1.17734108919204e-32 2.50069646318954e-17 5.3642341670232e-17 -6.42913632173181e-16 -1.53822226226759e-17 7.53747976712263e-17 1.0
5410ECF7363E,43.43 11.83 10.7 331.73 47.27 30.68 4.29,2.568 157.866 12.394 30.576 1.509 1.168 46.866,8.15 11.46 12.7 13.09 20.28 31.24 12.07,1.0 -2.38245251303987e-17 0.352399875611309 -0.0331924400686496 -0.276950245144026 0.00755760527028769 0.00319315944580664 1.59634206856676e-16 1.0 -1.26947124566312 6.73384327101914 -0.157480378203494 -2.43021895471454 -0.991571840062598 2.90972293548186e-16 -1.10667555396678e-16 1.92480643569041 -19.1868555122491 0.188258527324978 2.70488631590501 -0.0109836384523658 -3.09610579356849e-17 9.87820658814078e-17 -0.0927756702002777 1.92480643569041 0.155942622041625 -0.297206107321044 0.000329411373404008 -2.8106139607603e-17 1.27609765359774e-16 -5.65816062334463e-17 -2.89294971934918e-16 1.00012341522944 -1.23415229439313 4.16841533742934e-17 3.34156565512206e-17 2.7503799943211e-17 5.2792451237801e-17 -5.72808841456802e-16 -0.000100012341522922 1.00012341522944 -8.52334318086907e-19 -8.52608156749874e-33 2.82482449707635e-17 -2.38647287070531e-18 -1.4345489547964e-16 -2.0475042137388e-18 -2.05321868173415e-17 1.0
5410ECF7482E,40.0 12.02 12.53 320.81 44.42 27.97 3.48,-1.142 157.35 13.858 28.598 2.294 0.935 49.777,8.01 11.5 13.61 12.14 33.81 9.15 12.04,1.0 -7.70548382881018e-17 0.168632526042293 2.03076293826244 -0.266466223854276 -0.251754914445877 0.00127851370921768 3.13352164411329e-16 1.0 -1.05844485171607 3.80820898317205 -0.158696069731494 -2.00701855335552 -0.992505771953249 -4.97412733054978e-16 -1.23723856616326e-16 1.47153423704665 -13.5888829120073 0.204095055114085 1.94184562326286 -0.00876019046656258 2.83157572553454e-17 3.90474768030891e-17 -0.0510622380255189 1.47153423704665 0.153602633410422 -0.22520907911678 0.000103978609189677 2.35872332282372e-17 2.33856613114833e-17 -7.0922249015594e-17 6.00043645973108e-16 0.990388203256341 -1.24828529138429 -2.36664551230726e-16 2.37092466656301e-17 0.0 0.0 8.50687770362807e-17 0.00762598916507384 0.990388203256341 2.47449234062505e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF749C3,46.96 12.99 9.41 348.18 48.39 20.99 3.56,-1.685 219.398 12.412 30.758 1.306 1.258 47.21,7.2 11.54 12.88 12.53 27.57 18.98 12.61,1.0 -2.66681626168748e-17 0.198954675936216 1.70616974394796 -0.314172265355467 -0.150875439712384 0.000307442240939798 1.9850628354269e-16 1.0 -1.04713430515123 4.44224370060821 0.0651686077002398 -2.07868089108314 -0.992197234007367 -6.30635943141137e-16 -2.22600705451912e-16 1.50043213946049 -14.3390297839681 -0.235435857985148 2.11772804525511 -0.00958578080072787 -2.92819800791449e-17 4.47487628922099e-18 -0.052365081667171 1.50043213946049 0.17870365476862 -0.23036093908948 0.000134543749945368 6.04019096472783e-17 2.45033693379678e-16 -3.63536105547715e-17 -7.98246693238944e-16 1.016280591494 -1.28193633811054 -1.06463344122413e-16 3.34790552209861e-17 -2.56181894955056e-17 5.68270155743795e-17 -2.79737264423818e-16 -0.0129067635119738 1.016280591494 2.95685695547515e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF74E96,19.91 13.15 11.0 338.79 40.4 19.3 2.95,2.893 132.225 11.306 27.31 2.743 1.243 50.12,5.48 10.99 13.68 12.24 55.06 32.91 11.17,1.0 -1.08770616975339e-17 0.41044736564558 0.028145303594122 -0.180345702584726 -0.0742568145649214 0.00180556833129375 1.55138037019444e-16 1.0 -0.995607328089162 3.28629219489738 -0.0358714436505465 -1.93739463100862 -0.992194596150222 -4.76247684363862e-16 -1.88677470389968e-16 1.49727379382169 -13.2960907438953 0.121209285122845 1.80592528591298 -0.0100676090987052 -6.94560068259733e-19 -1.00222663014785e-17 -0.0559980398889311 1.49727379382169 0.147478128548636 -0.226621337450647 0.000176528580291554 -7.64238617476794e-17 -4.6366970222164e-18 1.22563431377419e-17 -3.63787234242292e-16 1.00092127797188 -1.31611138840523 4.83597754036948e-17 2.8380924662092e-17 0.0 0.0 1.04243136283864e-16 -0.000700644894580326 1.00092127797188 9.51079574562944e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF74FD3,42.61 10.53 7.68 274.64 43.33 28.4 3.09,1.201 137.355 13.146 27.938 2.356 1.439 46.603,9.74 10.94 12.63 12.23 16.7 24.83 11.6,1.0 -2.95532544899308e-17 0.300365596580567 0.756168511037722 -0.48636473403841 0.0344473968123732 0.00204825045250911 -1.48514925923095e-16 1.0 -0.982220562628435 3.01896217443249 0.565644442634096 -2.38503710651888 -0.987743933113109 3.41132540090126e-16 -3.92974845931755e-16 1.50811228680194 -13.371375968472 -0.747400768837823 2.27489965647703 -0.0161972918526042 -2.96833400767875e-17 3.11583135681298e-17 -0.0573082668984736 1.50811228680194 0.173802327456116 -0.23649610695878 0.000315497090398938 2.52545957047621e-18 1.83678011266848e-16 -1.36863629397153e-16 1.77036520528324e-16 1.02970323129112 -1.35014687686891 -1.21382197656005e-16 -1.19036042739622e-17 0.0 0.0 -4.0701994093959e-17 -0.0226534710884046 1.02970323129112 9.63750148505296e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF717A9,49.45 10.34 11.14 319.14 49.7 27.37 3.59,3.103 226.713 12.344 30.302 1.63 1.361 62.181,4.6 12.71 13.06 11.98 27.09 15.33 12.15,1.0 -3.28123912063835e-17 0.154349950979781 1.64071172186392 -0.280513713180797 -0.278474292348595 0.000853147979160675 -4.19265458773371e-16 1.0 -1.02947551020479 4.87364781980292 0.0260755185555685 -2.19565822228682 -0.994180191196609 -1.13053087498735e-17 5.16342591310718e-17 1.57111052030373 -15.6041125766046 0.240352447727783 1.9390231529018 -0.00724850691868378 -1.56754833445309e-17 -1.30522378337031e-17 -0.0575026450431164 1.57111052030373 0.145221567994817 -0.210056496038346 6.52953532238493e-05 2.67831082469366e-17 7.67567486274087e-17 4.89310362534709e-17 -8.11701970227809e-16 0.994026536691468 -1.21907414459842 1.03751802216247e-17 -7.3105576122845e-17 -4.60500728396325e-17 -1.02584859970984e-16 1.03326134356962e-15 0.00487073002978817 0.994026536691468 6.20497486083334e-19 8.80377553120724e-33 1.71323817015238e-17 8.6231481285788e-17 -9.48117823467171e-16 3.42276317113629e-17 6.86340881289929e-17 1.0
5410ECF717D4,43.19 11.5 9.05 301.07 34.02 23.88 3.27,19.776 145.786 11.565 31.21 1.714 1.068 65.475,10.13 11.65 12.46 12.41 27.37 28.25 11.15,1.0 9.96606685801649e-18 0.364136335107985 -0.0318934393313812 -0.364008613040943 0.125507114229593 0.00358404710647001 -7.35358953130764e-17 1.0 -0.981268439996845 3.85366205243067 0.255386882881094 -2.06120846389733 -0.992626204358512 2.75549941807622e-16 2.19250887199204e-16 1.63806428960059 -15.2282646682719 -0.19189446106433 2.21373057722432 -0.0105502806700306 -4.24447013652813e-17 6.07028035253604e-18 -0.0686348937342648 1.63806428960059 0.159389544502964 -0.258495960484293 0.0002420567600743 5.06491043446056e-17 -5.74924361613268e-17 9.48941586376218e-17 -4.09431505772703e-16 1.00129289943053 -1.43655492281298 -8.97803055772389e-17 3.13103402562594e-17 0.0 0.0 1.04992963981315e-16 -0.00090116360948749 1.00129289943053 -4.88901088877828e-19 1.92340068880508e-32 -2.61330124523468e-17 1.12515555352806e-16 -9.08313857629681e-16 -1.4652054331771e-17 1.68112566292184e-16 1.0
5410ECF717EB,43.32 12.34 13.01 320.87 35.66 30.37 3.93,16.229 151.363 14.008 30.511 2.417 2.328 58.351,4.88 11.96 13.43 12.44 71.43 103.53 10.75,1.0 3.08809325363462e-17 0.0615392930550044 2.74099809313516 -0.412314940515041 -0.231481208423534 0.000414871400682498 4.25210683249688e-16 1.0 -0.934357292448935 1.78191173051095 0.0894823954184769 -2.01232552371891 -0.993722445569715 2.8618982407679e-17 1.46263038620831e-16 1.62016112956079 -12.7082198680489 0.162926608644763 1.67175172053035 -0.00896150004627178 -8.74606699735117e-18 -2.54783740259461e-17 -0.0790638631225663 1.62016112956079 0.134902457658169 -0.220576411628613 0.000237321202258082 -1.40150030151995e-16 1.30415682001661e-17 -3.31224435454298e-17 -2.64337408325665e-16 1.00620370871795 -1.31993802509621 -1.56932569059774e-16 3.24644644963199e-17 7.40280733119527e-17 -6.323663809462e-17 1.90037513421965e-16 -0.00472915743097437 1.00620370871795 -6.32186878788909e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71C0,50.78 11.85 10.45 339.16 43.02 25.13 4.42,4.539 227.576 12.696 35.039 1.216 0.921 55.158,4.47 12.38 12.86 12.05 56.02 26.51 12.07,1.0 3.16355884823057e-17 0.300391096054702 -0.100559577047812 -0.250801019757703 -0.0761474816439507 -0.0136628604146062 -2.26073511579525e-16 1.0 -1.06978016146574 5.57241807601442 0.167776820610048 -2.28652869592807 -0.992984154388063 -4.19408885599027e-16 2.47009821572918e-16 1.64291558371148 -17.0534637589251 0.162697930254947 2.16525406868044 -0.00907546568442183 4.55807264253741e-17 -8.5043313783762e-17 -0.0619379175059227 1.64291558371148 0.145366288029388 -0.229737328389253 0.00014214505630272 4.65212037903711e-17 -3.26301469455291e-16 6.1655925902315e-16 -4.45444027734312e-15 1.0 -1.3215 1.6882581102913e-16 2.59008979011975e-17 3.6369559126382e-17 -5.16572795579839e-17 4.13165757097504e-16 -6.18770757402419e-18 1.0 3.33910133116873e-19 7.11421532806433e-33 2.50115099116667e-17 -4.36125760262906e-17 3.14337367472548e-16 -2.53708001878149e-17 -4.25372012653655e-17 1.0
5410ECF71CA,39.82 11.51 8.98 351.95 39.46 22.59 4.4,-1.407 180.441 12.771 34.583 1.539 5.977 62.463,5.9 12.23 12.53 12.56 19.39 10.31 11.59,1.0 1.11263594337101e-17 0.284743359220944 0.964475450830183 -0.34329326655336 -0.00463273932345467 0.00364373502830013 -2.90816017838016e-17 1.0 -0.954407299199809 2.80592283428026 0.368309437887224 -2.33553865027363 -0.992639603983498 -5.07793873319413e-16 1.62171181244077e-16 1.43673722722646 -12.4782064921845 -0.278340804105807 2.07417682288124 -0.00942927768754247 3.14230648606861e-17 2.60957576220694e-17 -0.0502858029529261 1.43673722722646 0.166068706354646 -0.224008316080548 0.000130024719063995 -1.54366005761089e-16 -1.44789957456038e-16 7.87302704356008e-17 -4.20501121841028e-16 1.0064653725186 -1.34695260804164 -5.82269279226012e-17 -2.98815991698756e-17 0.0 0.0 -1.02717997146448e-16 -0.0048310337880893 1.0064653725186 5.22907537678445e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF73617,46.19 12.15 9.24 333.75 43.36 14.99 3.03,1.288 180.612 11.554 32.096 2.049 1.04 59.437,4.68 12.04 12.58 12.17 16.83 21.66 10.93,1.0 1.67690759677435e-17 0.284123651911731 0.996426245325707 -0.312458462924042 -0.0976522873432381 0.00476978736159691 -5.8841401731416e-16 1.0 -0.948605111747155 2.71113039731663 0.302040159493746 -2.12703605878881 -0.99342768774136 3.40484215196634e-16 -1.72696833073005e-16 1.42630694216679 -12.3210098892136 -0.19933405395485 1.88294594145793 -0.00823310008840824 -1.65712540059702e-17 1.2849117700482e-17 -0.0493502201989709 1.42630694216679 0.168246587825596 -0.224381748741713 8.48652630589121e-05 -2.45056319021409e-16 5.95678143034531e-17 -1.25962429188773e-16 -8.41546935449025e-17 1.01783553202772 -1.32115052057198 -5.74910382316526e-17 -9.32739589858238e-17 2.99695318803801e-17 -6.33737376710197e-17 6.12459836693684e-17 -0.0137407796823742 1.01783553202772 -6.39958114476967e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
