ID,S,Izero,n,M
5410ECF7511A,34.19 12.44 9.36 399.37 52.19 19.38 3.47,16.118 143.309 11.749 31.248 2.353 1.576 31.59,14.31 10.63 11.45 11.76 324.85 39.65 11.73,1.0 -2.92613031845814e-17 0.419896686292896 0.155142386221394 -0.460136598233437 0.0582761513259573 0.00338433545064396 -2.34910635392724e-16 1.0 -0.596754893091578 0.868415074177355 -0.451955756229553 -1.21956182232944 -0.995188107930975 -5.25114348671621e-17 -1.47250661954904e-16 2.06397075072746 -17.1885420149832 0.496838966302081 1.63765153108911 -0.0123871887766884 2.07171396042511e-18 4.70183259340666e-17 -0.12775978947003 2.06397075072746 0.117938934367695 -0.189008806404784 0.00046676698527702 3.51317067210298e-18 -6.68753242484519e-17 -1.12744506388862e-16 1.2260308413905e-15 0.996698188077446 -0.943374835015303 4.63347768077547e-17 -5.95342434687407e-17 2.58106652805923e-17 -6.13973186647775e-17 1.88034391445266e-16 0.00348844365827106 0.996698188077446 1.17095057750523e-18 9.15481032172481e-34 -3.69495528383538e-17 1.87888926747828e-17 -4.93081825038334e-18 9.96311614225489e-18 4.8107956834539e-17 1.0
5410ECF75153,34.6 11.86 8.78 306.94 51.01 21.53 4.1,15.2 108.534 11.901 32.298 2.603 1.662 43.001,19.11 11.44 11.32 10.98 22.9 37.97 10.87,1.0 -4.47476006329549e-17 0.423193294898558 0.0315306300426196 -0.404031820987916 0.0586870677812506 0.0596131354695075 -7.53844008173705e-17 1.0 -0.69078483500146 1.72050322864677 0.000349632826545061 -1.84071768052254 -0.993711274457944 -1.81982173663433e-16 -1.95035466483916e-16 2.08708456346967 -18.9718073903957 0.103203058017946 1.6037100507929 -0.0134908311348855 5.66043666315857e-18 -2.64800617080692e-17 -0.119589945486812 2.08708456346967 0.16046362053364 -0.166765610824177 0.000373024624028982 1.06590604913038e-16 -1.52281542216747e-16 1.21923901065572e-16 -6.7835632372623e-19 1.02189938558504 -0.977651142189206 9.71282228220338e-17 2.28801527313261e-17 0.0 0.0 8.87383843531752e-17 -0.0228905462371049 1.02189938558504 -4.61099053383122e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF7516A,32.87 14.01 8.31 295.72 53.61 22.19 4.41,16.451 126.157 13.601 29.214 1.013 0.708 38.009,12.81 11.41 11.46 11.29 27.84 32.85 11.81,1.0 5.08912471690309e-18 0.31474750347343 0.937234853614524 -0.598035111112224 0.122134047798953 0.0119720552748619 -2.81270096537186e-16 1.0 -0.694750115163177 1.4983705573112 0.0217745937472416 -1.7405644086806 -0.993860272105841 1.47431623181678e-16 2.28356318598443e-16 2.21969211849258 -19.8970981809557 0.284113586049134 1.92807904929745 -0.0135721742769959 -6.27735953023078e-17 -3.55333425859027e-19 -0.136067126863595 2.21969211849258 0.125140379788621 -0.191489135274296 0.000431974283179863 -4.4832068727326e-17 -6.3717080399443e-17 -1.15108538178164e-16 1.1646528001898e-15 1.00336251864059 -0.960719611598369 1.38098680711284e-16 1.7721195113305e-17 3.09977299479716e-17 5.9625595361271e-17 -6.14468554548971e-16 -0.00351176881524208 1.00336251864059 -6.70497561416306e-19 -7.49590844554551e-33 -3.90368176077857e-18 1.30794518787024e-16 -1.15396730480376e-15 2.62337521691271e-17 1.08547346334253e-16 1.0
5410ECF71853,39.16 12.29 8.87 423.7 54.63 19.38 2.34,20.619 152.668 12.056 30.79 2.613 0.488 27.187,20.58 11.56 12.74 11.3 27.08 50.36 11.1,1.0 2.87486621828032e-17 0.503166297596181 -0.456076883734548 -0.480055281268578 0.159708995912367 0.0252092357710256 -2.40683816197825e-16 1.0 -0.517058522675954 -0.398387517578502 0.119773021801276 -1.50341106653588 -0.994698031417457 -4.20543004141683e-17 1.22268701287509e-16 1.99738685872047 -16.3238438415789 0.0304510324054021 1.80325265518818 -0.0169088385047606 -1.42873780941528e-17 -4.78193535189084e-18 -0.122040337067821 1.99738685872047 0.161222175845524 -0.199598733022639 0.000833130032640843 -8.84255375933101e-17 8.39341258423456e-17 -5.94784762861746e-17 -2.253186040061e-16 1.01714652724002 -0.968730352543393 -1.42041363520482e-16 5.47973714979105e-17 2.69948315452017e-17 -6.49408316302487e-17 6.06253309966714e-16 -0.0180034935321483 1.01714652724002 3.16710648633815e-18 1.5947746910175e-33 -2.69249622851879e-18 -2.21807369995254e-17 1.93724663012615e-16 8.55687248079172e-18 -2.60328146075187e-17 1.0
5410ECF71AD2,32.98 13.45 8.64 276.07 46.03 18.44 3.56,24.856 155.645 12.403 32.207 5.492 1.592 41.396,13.44 11.69 12.51 11.72 26.29 71.72 11.48,1.0 -3.28961401210083e-17 0.70052526100242 -2.17793128703243 -0.365479507579703 0.295503456189542 0.00969586737868848 2.93488990326062e-16 1.0 -0.643379148104494 0.71787835398319 -0.0651406326171725 -1.60204729088152 -0.993789021945738 5.91340030129025e-16 2.54797599564965e-16 2.85377979995346 -23.8581698835709 0.716023818504828 2.22318926774368 -0.0192799080261017 2.1811965373808e-17 4.2468672094694e-18 -0.221738690456384 2.85377979995346 0.0893857397500717 -0.26601344791015 0.00109804885362811 1.0916037180819e-16 -1.12176921291641e-17 2.88146235939135e-17 2.12945868808593e-16 1.00902952267011 -1.02608212160323 8.60140917667683e-17 -1.23649963387165e-17 4.85800768322574e-17 -1.24786507952524e-16 7.71327408145618e-16 -0.00887945979949695 1.00902952267011 3.38055706262099e-19 -1.01913144897115e-32 -9.6525922057475e-18 -7.21186039382147e-17 6.47915719656031e-16 -3.38001038636977e-17 -3.05313020809832e-17 1.0
5410ECF71B14,33.39 13.01 8.86 320.58 51.66 17.17 2.9,21.453 107.234 10.916 28.857 0.311 0.478 33.04,14.77 11.25 11.19 11.72 65.89 16.3 11.13,1.0 -4.49237142160776e-17 0.643600817861906 -2.11830561020504 -0.344546784454443 0.276224799936486 0.0204400342290354 -5.72405314439884e-16 1.0 -0.79983327486311 2.77624862260124 -0.128104231485375 -1.64891938593054 -0.993272133355382 1.60247191362305e-15 -5.4778111388304e-17 3.09093690934128 -28.7611679414206 1.05379052463335 2.40143049827556 -0.0187867145349758 -1.13576587897735e-16 3.04209426893116e-17 -0.224711113309111 3.09093690934127 0.0686444395880095 -0.250894139933137 0.000965794146692713 8.95732143996976e-17 -1.43052149371537e-17 1.88304026356058e-16 -1.33873380229078e-15 0.99819541242365 -0.949782934921103 2.78573354906097e-17 -8.93195362008473e-17 -2.98062739402218e-17 -2.31402053091539e-16 1.94657580656487e-15 0.00189657128360487 0.99819541242365 1.91135268532759e-18 -3.57785836025204e-32 6.26998635631852e-18 -8.29650670740259e-17 7.42732938787958e-16 -4.74976507015134e-18 -9.24316254268232e-17 1.0
5410ECF71B74,26.74 13.04 6.51 282.46 87.98 17.88 3.61,4.649 172.621 7.403 27.024 0.847 0.039 49.893,-339.48 12.72 10.38 10.49 29.76 13.67 13.21,1.0 -3.11626084171713e-17 0.386799353584106 0.200366071203797 -0.214719794174337 -0.0520149635862824 0.0252013727327855 -3.63416871222669e-16 1.0 -0.789450029745908 3.19414946357992 -0.371566119523986 -1.639612957378 -0.993375889619054 -1.10718023090572e-17 -4.95649301955111e-16 2.20830791938969 -21.4238992799591 0.618971670346486 1.71048805922536 -0.0160316530023931 -3.20793256887485e-17 2.75366852295464e-17 -0.124548566653579 2.20830791938969 0.127891915474218 -0.16077967707977 0.000704185229334979 2.41000164030032e-17 -9.71494986272382e-17 1.30790587054019e-16 -7.39856558944105e-16 1.0207775805885 -0.953100026995484 6.44393314005989e-17 3.66640915537751e-18 4.26439095083592e-17 5.24125472261045e-17 -6.84379640945733e-16 -0.0222529512568293 1.0207775805885 -1.29315044388488e-18 -1.61659140130545e-32 1.89229552026623e-17 -6.54569708909888e-17 5.50545485005601e-16 -1.96642926984185e-17 -7.15817045378287e-17 1.0
5410ECF71B98,25.04 13.7 7.84 366.25 45.19 20.55 2.77,6.915 134.686 12.293 31.758 5.323 2.018 37.554,44.91 11.79 11.67 11.13 22.69 110.65 11.13,1.0 8.73067494285749e-18 0.579359192549271 -1.41842073998732 -0.397572663210799 0.168565109399851 0.0565747808430921 -8.06683902133495e-17 1.0 -0.735448783622239 1.83910928038676 0.159040305883271 -1.81650068070416 -0.994521052758414 8.77640277782055e-16 6.50286560648431e-17 2.11020993423531 -19.3079988562662 -0.248492088764317 1.88655740694887 -0.0115113218038497 -1.23768750985815e-16 -4.81732026852342e-17 -0.12133707121853 2.11020993423531 0.176817504831095 -0.187223637945853 0.000361901003721378 5.70727882207502e-17 8.56104697187688e-18 -2.02660355910777e-17 3.65156604199953e-16 1.0118901545476 -1.0076402158985 1.0385291634578e-16 8.9696135922247e-17 -2.57044771683716e-17 6.08486147611989e-17 -8.2800974209247e-17 -0.0119403038236617 1.0118901545476 -5.03070388908011e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71CC,27.53 10.54 8.03 331.02 46.51 18.92 3.43,7.768 138.516 11.163 34.126 4.949 0.925 40.164,12.5 11.74 12.36 11.52 23.26 43.7 11.06,1.0 7.47446916858533e-17 0.604257856091121 -1.16407363145913 -0.537030043428887 0.281550985770657 0.0507583672499722 -4.03727896070724e-18 1.0 -0.612281114967938 0.677208029256924 0.238025024145442 -2.00418968459096 -0.993474562835559 6.60128574854686e-16 -3.95612689564487e-16 2.6446409683025 -22.1948848623819 -0.938841374709739 2.93446875124271 -0.0204775608032049 -6.7710497160711e-17 5.18552357733887e-17 -0.195967895751215 2.6446409683025 0.237991837212311 -0.310960446309749 0.00111738725551749 8.8412956337107e-18 -1.11272678851206e-16 1.7293641360498e-17 3.85829472575514e-16 1.00560775151416 -1.0013841989578 7.19028006143013e-17 -6.78725173850343e-17 -1.28285383699953e-16 6.40737157767253e-17 -2.30597382659057e-16 -0.00563140340847938 1.00560775151416 -1.40437819914903e-18 -2.81255902448092e-33 -4.1230667891579e-17 2.40996495963951e-17 -1.8311520608085e-17 -7.27233985249632e-18 7.92373640515902e-17 1.0
5410ECF73F6B,22.16 12.57 8.13 339.71 47.36 25.09 2.17,44.977 133.251 11.242 37.012 4.238 0.309 21.733,11.87 11.44 11.59 10.68 34.92 27.0 12.83,1.0 -3.27958478984401e-17 0.925752163099732 -2.00220097467221 -0.696500446902842 0.960409078324374 0.0366501232501599 -1.65012498696521e-16 1.0 -0.567313091054706 0.359202154206974 0.0129619769517407 -1.45798745814826 -0.994306057995768 3.62244255262742e-16 -1.98818439494055e-16 1.24907051978608 -10.5093046323242 -0.0771953286344955 1.6675642981375 -0.0115646817866071 -5.1410151509564e-17 -1.20158241512515e-17 -0.0296029713189302 1.24907051978608 0.168727012365548 -0.181460239817231 0.000174082958342593 3.63263797248341e-17 -8.00442690264728e-17 5.79537004505311e-17 7.59238481938876e-17 1.01794093411981 -0.980378913650788 1.02970151574679e-17 -3.22668452095705e-17 1.11142008255697e-18 -7.69423283614215e-17 4.55742080031343e-16 -0.0186283190943925 1.01794093411981 -2.41817779273338e-19 1.30227948325342e-32 -5.2948702133581e-17 4.4707176247637e-17 -1.42437197577117e-16 1.53875953661259e-18 9.37658057552207e-17 1.0
5410ECF74A12,39.53 10.18 5.67 261.31 82.98 19.37 3.59,2.756 186.422 8.136 30.849 0.589 0.401 44.359,13.73 13.84 11.8 10.46 44.72 54.05 13.78,1.0 -1.17203696509913e-17 0.266950207677242 1.24955226150547 -0.317854504599657 -0.123021289729595 0.0213225824524532 2.93897489838937e-16 1.0 -0.572639980658842 1.32042594420677 -0.307488565152572 -1.66186112698685 -0.995242367957333 2.08353831739776e-16 -9.07604781426767e-18 2.15054693032114 -20.4360023147627 1.27149961429978 1.40348078653523 -0.0132241216784615 -1.26384407905098e-17 5.48093052522548e-18 -0.12107579217708 2.15054693032114 0.0711986771975158 -0.139763220293857 0.000444518050497395 -9.4055001579388e-18 5.61656371476369e-17 -1.78833598265108e-16 1.432320165173e-15 1.01509276465834 -0.93165213940342 -1.13270455905611e-16 -3.22424839552432e-17 5.96234816372565e-17 1.53634807560067e-16 -1.82774549532425e-15 -0.0164445027874649 1.01509276465834 7.07580673166317e-19 9.17720104055817e-33 4.50747099964528e-17 1.26492313169935e-16 -1.38778039919732e-15 6.27430340741586e-17 3.68286471671456e-17 1.0
5410ECF74A70,34.75 11.06 10.81 313.18 49.82 12.25 3.24,24.481 127.826 14.059 31.276 0.38 0.733 41.793,13.46 11.48 11.64 10.85 14.0 54.78 10.68,1.0 2.91631664032914e-17 0.588001997338218 -1.07312287937239 -0.329431746098038 0.239371017709093 0.0193634097955717 2.86604658234159e-16 1.0 -0.632257963810181 0.952790096514639 -0.240448970231783 -1.65092044393069 -0.995511849087108 1.32135133627731e-16 -1.79595776332459e-16 2.08682110701018 -18.0535067609665 1.05787959520339 1.10328627626849 -0.0118317748396818 -2.92569476151212e-17 -1.14885649515391e-17 -0.125626630642013 2.08682110701018 0.0797542953691896 -0.127943048086087 0.000512272845348838 3.33289557587408e-17 -8.95183547665804e-17 -9.3524722572945e-17 1.34723125102814e-15 0.986507925703326 -0.963719592619579 -7.88289028915911e-18 4.61651598013682e-17 1.59216814969936e-17 1.75073422070331e-16 -1.40121570592603e-15 0.0138111109598467 0.986507925703326 -8.39455007696745e-19 -7.71448224182457e-33 -9.18082458749763e-18 -7.00919388358816e-17 6.47849165918706e-16 -1.09473531726746e-17 -4.97039003862671e-17 1.0
5410ECF74C3C,35.19 13.71 7.36 301.12 100.09 18.25 3.87,2.087 191.348 7.358 25.418 -0.311 0.271 39.528,10.89 12.21 10.38 11.44 -13.47 13.47 13.7,1.0 -3.56783759912468e-18 0.288274549082866 1.33066438711213 -0.308465998846171 -0.157102431596442 0.000542325934460875 6.01688209677187e-17 1.0 -0.664869086970976 1.35579643686507 -0.0494202317600835 -1.60900370744924 -0.996351037500537 4.97682523980363e-16 4.42475643295774e-16 2.43618498693206 -21.9600150907043 0.843073964741606 1.85888444884437 -0.00827272389307439 -3.41625114840754e-18 2.83939551850879e-18 -0.159326498145357 2.43618498693206 0.10856571997267 -0.201381088851935 0.000241036142607069 -7.5145027560648e-17 -7.46504374544637e-17 3.89593388926263e-17 -3.00259280351991e-16 1.02520289072768 -0.913148214771148 6.51083658728883e-17 -3.87276469723022e-17 1.42711475118469e-16 -5.8873010955846e-17 -2.83291657140865e-16 -0.0282955997840841 1.02520289072768 -1.85080714510117e-18 -9.47799875063615e-34 2.25029791127074e-17 1.31094678939027e-17 -2.22525369879697e-16 -5.07587205517432e-18 -2.60524061053102e-18 1.0
5410ECF75184,33.69 11.58 8.24 335.96 51.41 24.78 4.62,23.228 104.991 11.901 27.281 -0.878 0.978 45.263,15.8 10.92 12.31 10.85 -21.63 17.91 10.48,1.0 1.84787152590378e-17 0.539680340712217 -0.658409859290609 -0.639710792759681 0.274583950400684 0.0244650383943797 -3.90849383105746e-18 1.0 -0.60026305635964 0.641138478092352 0.240080316358412 -1.74804673469951 -0.993825465603842 2.43370587660509e-17 -1.54969228255659e-18 2.00484993247164 -17.0602705003674 -0.433065636979337 1.71639529061594 -0.0176388701908791 -3.22112018844757e-17 1.09942314915165e-17 -0.11808566102258 2.00484993247164 0.180280652332893 -0.170330208541393 0.000838929454242803 -9.81261599382211e-18 -7.46819730547084e-17 3.76430298907264e-17 -2.53367569340609e-17 1.00240175460403 -0.960701841612504 2.41269261144143e-16 1.06070704659575e-16 -2.93785989574098e-17 6.6747759998883e-17 -1.94795857567671e-17 -0.00250600438651008 1.00240175460403 -4.78851113881282e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF751F2,34.94 10.69 8.73 346.28 54.12 21.28 3.62,15.845 128.799 12.65 32.584 4.318 1.481 39.667,12.59 11.7 11.71 10.77 -48.83 60.21 11.41,1.0 2.1704366201612e-17 0.36357806557514 0.551799588824117 -0.630841837802409 0.164965386969667 0.00574472187894385 -3.54551694961271e-16 1.0 -0.545373440294756 0.391855953291891 0.0918828982896119 -1.71802007118474 -0.995060935539947 -3.34167269424349e-17 1.71415121776022e-16 2.18687311915244 -19.0815614011646 -0.444584864487242 1.71237804646836 -0.0163029204159697 1.38199468934325e-17 -2.48924772405295e-17 -0.136023508011282 2.18687311915244 0.190864580277678 -0.177299832106356 0.000814041649873334 9.63510893846461e-19 6.88039581868346e-17 -3.35888104196701e-17 -3.78565202257484e-18 1.01566043782095 -0.997480115983953 4.61922972290788e-17 -4.49625100272656e-17 8.20410739286387e-17 -6.18770368759983e-17 1.42017437864007e-17 -0.0159458688737889 1.01566043782095 4.48112697464908e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF75519,35.63 11.87 8.6 330.81 37.47 21.33 3.83,24.354 129.771 13.551 30.719 0.255 1.53 40.404,12.61 11.68 11.77 10.69 -11.26 80.0 11.33,1.0 -3.14649368651872e-18 0.508951292633795 -0.371426399900876 -0.539305267055298 0.285583858751821 0.0173183344765788 -4.10195786065979e-17 1.0 -0.603926633020761 0.727262508318867 0.033946556880184 -1.7873893546537 -0.99393734176908 -1.98291618218125e-16 2.15436033626887e-16 2.12894872086374 -18.0343246144367 0.190112911792426 1.732509345196 -0.0167307693126519 4.79162634113545e-17 -3.07666871726685e-18 -0.13327218992607 2.12894872086374 0.135632944815442 -0.183943179734342 0.000747346158972004 1.429945639498e-16 -4.14146461710386e-17 1.31018672577868e-16 -3.6472257671508e-16 1.0031171262829 -1.00552460738598 6.53577520890321e-17 -1.39393152870293e-17 -3.90374460806624e-17 1.23498202669546e-16 -9.29753047243498e-16 -0.00310966309147696 1.0031171262829 1.19169162361318e-18 2.56751164119587e-32 -2.83272436039134e-17 -5.83276015761725e-17 6.18410054231892e-16 -3.93864371262155e-18 -1.45245766346591e-17 1.0
5410ECF75656,37.58 11.73 9.31 336.91 47.13 22.96 3.06,22.3 126.555 12.633 34.427 2.19 0.71 36.447,10.9 11.97 11.5 10.87 26.16 28.04 10.44,1.0 -2.82050811522443e-18 0.500347187447345 -0.698316017355082 -0.354869560260941 0.144827256802625 0.0634972919379107 -2.14387691515923e-16 1.0 -0.570819952042598 0.383912923394047 -0.0214485521189938 -2.17926704630977 -0.995547604374068 4.85321169298039e-16 -1.25620935665767e-16 1.479344869166 -12.851068878445 0.0592592917451139 2.1977713062234 -0.011538889979495 -2.41863275488642e-17 -2.50209150041878e-17 -0.0551795636198918 1.479344869166 0.169113225076649 -0.240642523886363 0.000430400596235177 4.83075082538543e-17 3.43743938907522e-17 3.05194630198538e-17 -2.46143100813172e-16 1.00324582127047 -0.983582203173572 4.41183331840219e-17 2.19890019034049e-17 2.54276676032881e-17 -8.33284033057611e-17 6.87767622509626e-16 -0.00331071121019256 1.00324582127047 -2.58544423234256e-21 -2.24179558004627e-33 -1.68343868896136e-17 -6.81619845095184e-17 6.69137112576791e-16 -4.7519333504635e-18 -7.68950216801756e-17 1.0
5410ECF71820,37.56 12.2 6.93 299.23 55.42 22.22 4.09,13.111 211.147 8.431 29.923 4.895 0.823 41.292,10.93 13.11 9.75 10.94 19.33 23.53 15.03,1.0 -3.75727943910844e-17 0.0985964853549483 2.31420254350414 -0.540117379286402 -0.119723354439184 0.00266801677318215 2.15570700409635e-16 1.0 -0.537631753856283 0.161706477899388 -0.118726166051813 -1.57916633861144 -0.997456960109085 -1.47266958468316e-16 2.47206174444989e-16 2.17947886393705 -19.3993234200173 1.17684821904575 1.36668948715924 -0.012183483002506 -1.4333204139256e-18 -5.51974693672525e-17 -0.132512314927373 2.17947886393705 0.0925814866775183 -0.167710339054017 0.000840755766552372 -1.44505797252328e-16 3.47852236693116e-17 1.51641067185296e-16 -1.97181201725938e-15 1.05379998800354 -1.02671732831185 7.66413188147692e-17 4.41490217050633e-17 4.59162909874916e-17 -1.03475505245377e-16 8.49636817477936e-16 -0.0552191193713856 1.05379998800354 -4.86038112917258e-18 1.04540191740145e-32 4.51795665019515e-17 4.26377351721819e-17 -5.88410978629147e-16 6.90661802917835e-17 -6.66848708130711e-17 1.0
5410ECF718D6,37.31 12.22 7.45 274.88 91.36 18.36 3.1,0.648 334.625 9.561 29.525 1.082 0.83 44.781,11.18 19.67 11.32 10.77 13.36 49.58 15.94,1.0 3.20447416054509e-17 0.172039541778829 1.86322716898794 -0.372306225903936 -0.150207366685754 0.0218709864743943 4.82490725542562e-18 1.0 -0.500684412437913 0.369433188465762 -0.415578396018442 -1.06458029480719 -0.997296304172835 -6.97106237665314e-18 -1.95243447795973e-16 2.02393079581526 -19.6155324868823 0.477429290626237 1.66137781089594 -0.0109292262974024 -1.95918666522135e-17 -1.97366670908641e-17 -0.105649187541556 2.02393079581526 0.148690964551821 -0.154099066580637 0.000570505612724405 6.83784533123054e-17 8.18371733110969e-17 9.4437269325916e-17 -1.04073439125947e-15 0.990677212280292 -0.913998796049797 4.06474261716831e-17 -1.13488255754941e-16 -1.33342192518218e-16 -2.55829817959257e-16 2.67655617720756e-15 0.0101049075652589 0.990677212280292 1.45251423911322e-18 -4.50505013720755e-33 -1.60946866025879e-17 -5.87124541724655e-17 6.41183452856763e-16 -4.10382797631526e-18 -4.22503692842398e-17 1.0
